mode,k,fixture,snapshot,cell_id,contributors,ordinary,active_spawning,guard,relative_error,ops
expanded,4,DROP_OFF_RIDGE_01,ACTIVE_SPAWNING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.828}]",0.0,70000.0,0.0,0.0,18
expanded,4,DROP_OFF_RIDGE_01,GUARDING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.828}]",0.0,0.0,30000.0,0.0,18
expanded,2,GRASS_WEST_01,NON_SPAWN,4714:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}]",155000.0,0.0,0.0,0.0,12
expanded,2,GRASS_WEST_01,ACTIVE_SPAWNING,4714:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,45000.0,0.0,0.0,12
expanded,2,GRASS_WEST_01,GUARDING,4714:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,0.0,20000.0,0.0,12
expanded,2,GRASS_EDGE_WEST_01,NON_SPAWN,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}]",90000.0,0.0,0.0,0.0,6
expanded,2,GRASS_EDGE_WEST_01,ACTIVE_SPAWNING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,20000.0,0.0,0.0,6
expanded,2,GRASS_EDGE_WEST_01,GUARDING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}]",0.0,0.0,10000.0,0.0,6
expanded,2,WOOD_LOG_WEST_01,NON_SPAWN,7377:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 4.0}]",125000.0,0.0,0.0,0.4186046511627907,12
expanded,2,WOOD_LOG_WEST_01,ACTIVE_SPAWNING,7377:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 4.0}]",0.0,50000.0,0.0,0.2857142857142857,12
expanded,2,WOOD_LOG_WEST_01,GUARDING,7377:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 4.0}]",0.0,0.0,20000.0,0.3333333333333333,12
expanded,2,WOOD_LOG_EAST_01,NON_SPAWN,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 5.657}]",125000.0,0.0,0.0,0.4186046511627907,12
expanded,2,WOOD_LOG_EAST_01,ACTIVE_SPAWNING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 5.657}]",0.0,50000.0,0.0,0.2857142857142857,12
expanded,2,WOOD_LOG_EAST_01,GUARDING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 5.657}]",0.0,0.0,20000.0,0.3333333333333333,12
expanded,2,DROP_OFF_RIDGE_01,NON_SPAWN,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}]",125000.0,0.0,0.0,0.4186046511627907,12
expanded,2,DROP_OFF_RIDGE_01,ACTIVE_SPAWNING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}]",0.0,50000.0,0.0,0.2857142857142857,12
expanded,2,DROP_OFF_RIDGE_01,GUARDING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 1, ""distance_m"": 2.0}]",0.0,0.0,20000.0,0.3333333333333333,12
distance_band,4,GRASS_WEST_01,NON_SPAWN,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",144000.0,0.0,0.0,0.0,12
distance_band,4,GRASS_WEST_01,ACTIVE_SPAWNING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,41000.0,0.0,0.0,12
distance_band,4,GRASS_WEST_01,GUARDING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,0.0,18000.0,0.0,12
distance_band,4,GRASS_EDGE_WEST_01,NON_SPAWN,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",90000.0,0.0,0.0,0.0,6
distance_band,4,GRASS_EDGE_WEST_01,ACTIVE_SPAWNING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,20000.0,0.0,0.0,6
distance_band,4,GRASS_EDGE_WEST_01,GUARDING,6745:0,"[{""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}]",0.0,0.0,10000.0,0.0,6
distance_band,4,WOOD_LOG_WEST_01,NON_SPAWN,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 4.0}]",169000.0,0.0,0.0,0.0,18
distance_band,4,WOOD_LOG_WEST_01,ACTIVE_SPAWNING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 4.0}]",0.0,51000.0,0.0,0.0,18
distance_band,4,WOOD_LOG_WEST_01,GUARDING,7377:0,"[{""source_id"": ""WOOD_LOG_WEST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 4.0}]",0.0,0.0,23000.0,0.0,18
distance_band,4,WOOD_LOG_EAST_01,NON_SPAWN,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 5.657}]",159000.0,0.0,0.0,0.0,18
distance_band,4,WOOD_LOG_EAST_01,ACTIVE_SPAWNING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 5.657}]",0.0,46000.0,0.0,0.0,18
distance_band,4,WOOD_LOG_EAST_01,GUARDING,7385:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""WOOD_LOG_EAST_01"", ""source_group_id"": ""WOOD_DEBRIS"", ""source_type"": ""WOOD"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""FAR"", ""reach"": 0.2, ""distance_m"": 5.657}]",0.0,0.0,22000.0,0.0,18
distance_band,4,DROP_OFF_RIDGE_01,NON_SPAWN,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 2.828}]",156000.0,0.0,0.0,0.0,18
distance_band,4,DROP_OFF_RIDGE_01,ACTIVE_SPAWNING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 2.828}]",0.0,54000.0,0.0,0.0,18
distance_band,4,DROP_OFF_RIDGE_01,GUARDING,5728:0,"[{""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""OPEN_FLAT_NORTH_01"", ""source_group_id"": ""OPEN_WATER"", ""source_type"": ""OPEN_FLAT"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}, {""source_id"": ""GRASS_EDGE_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS_EDGE"", ""relation"": ""MID"", ""reach"": 0.5, ""distance_m"": 2.828}]",0.0,0.0,23000.0,0.0,18
distance_band,2,GRASS_WEST_01,NON_SPAWN,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",144000.0,0.0,0.0,0.0,12
distance_band,2,GRASS_WEST_01,ACTIVE_SPAWNING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,41000.0,0.0,0.0,12
distance_band,2,GRASS_WEST_01,GUARDING,4714:0,"[{""source_id"": ""GRASS_WEST_01"", ""source_group_id"": ""WEST_GRASS_BED"", ""source_type"": ""GRASS"", ""relation"": ""CORE"", ""reach"": 1.0, ""distance_m"": 0.0}, {""source_id"": ""DROP_OFF_RIDGE_01"", ""source_group_id"": ""DROP_OFF_RIDGE"", ""source_type"": ""DROP_OFF"", ""relation"": ""NEAR"", ""reach"": 0.8, ""distance_m"": 2.0}]",0.0,0.0,18000.0,0.0,12
